year,month,day,hour,发电量,光照强度,温度,湿度
2019,6,8,6,53.8749,45.0,22.1,90.0
2019,6,8,7,168.5204,113.0,23.1,88.0
2019,6,8,8,344.9186,415.0,25.1,83.6
2019,6,8,9,534.6725,700.0,26.9,78.2
2019,6,8,10,579.3416,685.0,27.7,73.0
2019,6,8,11,656.7136,789.0,29.1,69.2
2019,6,8,12,573.8876,584.0,29.3,65.1
2019,6,8,13,596.0271,511.0,29.5,62.1
2019,6,8,14,566.9462,683.0,30.7,59.3
2019,6,8,15,533.7098,383.0,31.1,58.1
2019,6,8,16,355.457,301.0,31.3,56.3
2019,6,8,17,209.4346,123.0,30.1,64.9
2019,6,8,18,79.1539,88.0,28.9,69.3
2019,6,8,19,8.8899,0.0,27.5,74.8
2019,6,8,20,0.0,0.0,26.3,76.9
2019,6,8,21,0.0,0.0,25.9,80.5
2019,6,8,22,0.0,0.0,25.3,76.8
2019,6,8,23,0.0,0.0,24.5,81.8
2019,6,9,0,0.0,0.0,23.5,82.2
2019,6,9,1,0.0,0.0,22.9,85.2
2019,6,9,2,0.0,0.0,22.5,87.2
2019,6,9,3,0.0,0.0,22.5,90.0
2019,6,9,4,0.0,0.0,22.5,92.6
2019,6,9,5,0.0,0.0,22.5,93.4
2019,6,9,6,41.8389,59.0,22.7,93.6
2019,6,9,7,127.3183,129.0,23.7,89.3
2019,6,9,8,317.6916,401.0,25.5,81.2
2019,6,9,9,498.0684,656.0,27.1,80.0
2019,6,9,10,607.0814,808.0,28.5,80.1
2019,6,9,11,738.4158,852.0,30.1,74.9
2019,6,9,12,711.455,928.0,30.9,65.5
2019,6,9,13,711.4746,874.0,32.1,55.8
2019,6,9,14,641.8126,689.0,32.9,57.0
2019,6,9,15,514.2535,259.0,33.1,54.3
2019,6,9,16,345.95,295.0,33.1,53.2
2019,6,9,17,177.6904,120.0,31.9,62.4
2019,6,9,18,69.7953,64.0,30.5,69.5
2019,6,9,19,8.5868,0.0,29.1,73.7
2019,6,9,20,0.0,0.0,27.9,74.7
2019,6,9,21,0.0,0.0,26.9,80.7
2019,6,9,22,0.0,0.0,26.1,81.0
2019,6,9,23,0.0,0.0,25.9,81.0
2019,6,10,0,0.0,0.0,25.7,84.8
2019,6,10,1,0.0,0.0,25.1,83.0
2019,6,10,2,0.0,0.0,24.9,84.9
2019,6,10,3,0.0,0.0,24.3,84.0
2019,6,10,4,0.0,0.0,24.1,88.8
2019,6,10,5,0.0,0.0,23.9,88.7
2019,6,10,6,51.1479,55.0,23.7,92.4
2019,6,10,7,150.8658,199.0,25.5,86.8
2019,6,10,8,219.3824,199.0,26.9,84.2
2019,6,10,9,412.231,368.0,27.3,80.6
2019,6,10,10,383.8592,368.0,28.7,77.3
2019,6,10,11,342.019,421.0,28.3,78.3
2019,6,10,12,517.1016,404.0,28.3,74.7
2019,6,10,13,678.7765,473.0,29.7,67.4
2019,6,10,14,639.8434,729.0,30.9,60.8
2019,6,10,15,518.6855,554.0,30.9,56.4
2019,6,10,16,369.7827,359.0,29.9,53.5
2019,6,10,17,195.7109,415.01,28.08,45.33
2019,6,10,18,80.3825,165.67,27.47,50.12
2019,6,10,19,8.1441,8.83,26.28,52.99
2019,6,10,20,0.0,0.0,24.89,59.95
2019,6,10,21,0.0,0.0,23.9,64.73
2019,6,10,22,0.0,0.0,23.12,69.4
2019,6,10,23,0.0,0.0,22.62,71.52
2019,6,27,0,0.0,0.0,22.7,96.7
2019,6,27,1,0.0,0.0,22.7,96.7
2019,6,27,2,0.0,0.0,22.7,97.4
2019,6,27,3,0.0,0.0,22.5,97.6
2019,6,27,4,0.0,0.0,21.9,98.0
2019,6,27,5,0.0,0.0,21.3,98.9
2019,6,27,6,39.8252,49.0,21.5,99.2
2019,6,27,7,90.807,181.0,22.3,99.5
2019,6,27,8,189.9505,163.0,23.5,98.8
2019,6,27,9,413.3611,660.0,25.9,80.7
2019,6,27,10,516.5278,375.0,27.7,79.8
2019,6,27,11,481.2387,341.0,28.5,74.8
2019,6,27,12,523.1116,941.0,29.9,72.8
2019,6,27,13,643.5657,955.0,29.3,72.6
2019,6,27,14,592.3556,719.0,30.3,69.0
2019,6,27,15,492.2642,544.0,31.3,65.4
2019,6,27,16,350.7173,224.0,30.9,66.6
2019,6,27,17,193.7727,171.0,30.9,68.9
2019,6,27,18,74.6626,57.0,29.9,72.8
2019,6,27,19,9.2038,0.0,28.3,76.4
2019,6,27,20,0.0,0.0,27.1,78.6
2019,6,27,21,0.0,0.0,26.3,81.5
2019,6,27,22,0.0,0.0,26.1,85.1
2019,6,27,23,0.0,0.0,25.5,88.0
2019,6,28,0,0.0,0.0,25.1,90.6
2019,6,28,1,0.0,0.0,24.9,92.6
2019,6,28,2,0.0,0.0,24.7,94.0
2019,6,28,3,0.0,0.0,24.7,95.2
2019,6,28,4,0.0,0.0,24.7,94.5
2019,6,28,5,0.0,0.0,24.5,94.1
2019,6,28,6,37.7434,71.0,24.9,93.2
2019,6,28,7,134.0866,241.0,26.1,88.5
2019,6,28,8,301.25,408.0,27.9,83.3
2019,6,28,9,468.4181,598.0,29.9,79.4
2019,6,28,10,595.7336,752.0,31.7,74.8
2019,6,28,11,694.7351,826.0,33.7,70.0
2019,6,28,12,569.2765,478.0,34.7,61.6
2019,6,28,13,645.1008,313.0,35.7,59.5
2019,6,28,14,545.7498,780.0,36.5,58.0
2019,6,28,15,463.1019,578.0,35.7,60.0
2019,6,28,16,364.1705,192.0,36.9,58.0
2019,6,28,17,149.4081,91.0,35.5,60.6
2019,6,28,18,51.5863,39.0,33.5,71.3
2019,6,28,19,5.7046,0.0,31.7,76.1
2019,6,28,20,0.0,0.0,30.9,76.7
2019,6,28,21,0.0,0.0,30.1,79.8
2019,6,28,22,0.0,0.0,29.1,81.6
2019,6,28,23,0.0,0.0,28.5,83.3
2019,6,29,0,0.0,0.0,28.3,84.7
2019,6,29,0,0.0,0.0,28.3,84.7
2019,6,29,1,0.0,0.0,28.3,87.0
2019,6,29,2,0.0,0.0,28.7,83.9
2019,6,29,3,0.0,0.0,28.9,83.3
2019,6,29,4,0.0,0.0,27.1,93.9
2019,6,29,5,0.0,0.0,27.1,95.8
2019,6,29,6,14.6256,21.0,27.3,96.7
2019,6,29,7,21.0105,17.0,26.9,95.1
2019,6,29,8,26.3169,37.0,26.1,96.4
2019,6,29,9,35.666,49.0,25.7,96.4
2019,6,29,10,137.7225,145.0,25.5,95.0
2019,6,29,11,192.5001,163.0,25.7,92.0
2019,6,29,12,313.3252,325.0,26.3,90.0
2019,6,29,13,183.2048,217.0,26.7,86.7
2019,6,29,14,247.4931,289.0,26.9,87.4
2019,6,29,15,242.1213,318.0,27.3,85.7
2019,6,29,16,176.6918,125.0,27.3,81.9
2019,6,29,17,101.2752,117.0,27.7,80.5
2019,6,29,18,51.174,53.0,27.5,82.3
2019,6,29,20,0.0,0.0,26.5,87.6
2019,6,29,21,0.0,0.0,26.1,91.2
2019,6,29,22,0.0,0.0,25.7,93.8
2019,6,29,23,0.0,0.0,25.7,95.4
2019,6,30,0,0.0,0.0,25.5,96.6
2019,6,30,0,0.0,0.0,25.5,96.6
2019,6,30,1,0.0,0.0,25.5,97.4
2019,6,30,2,0.0,0.0,25.5,97.8
2019,6,30,3,0.0,0.0,25.3,98.0
2019,6,30,4,0.0,0.0,25.3,98.7
2019,6,30,5,0.0,0.0,24.9,98.8
2019,6,30,6,3.3669,15.0,25.1,99.2
2019,6,30,7,34.1138,45.0,25.1,99.0
2019,6,30,8,112.57,87.0,25.7,98.1
2019,6,30,9,147.5294,109.0,26.3,96.2
2019,6,30,10,238.6635,259.0,27.7,90.6
2019,6,30,11,330.1215,328.0,28.7,82.3
2019,6,30,12,342.6341,321.0,28.7,85.0
2019,6,30,13,322.3031,356.0,29.9,80.2
2019,6,30,14,265.9894,936.0,30.1,77.1
2019,6,30,15,247.6842,398.0,31.7,70.9
2019,6,30,16,231.1603,267.0,30.3,79.6
2019,6,30,17,116.6039,189.0,30.3,78.5
2019,6,30,18,55.4371,52.0,29.5,79.3
2019,6,30,20,0.0,0.0,27.1,86.1
2019,6,30,21,0.0,0.0,26.5,88.2
2019,6,30,22,0.0,0.0,26.1,91.2
2019,6,30,23,0.0,0.0,25.5,92.0
2019,7,2,0,0.0,0.0,24.1,91.1
2019,7,2,1,0.0,0.0,23.5,92.4
2019,7,2,2,0.0,0.0,23.1,94.2
2019,7,2,3,0.0,0.0,23.3,94.1
2019,7,2,4,0.0,0.0,23.3,94.5
2019,7,2,5,0.0,0.0,23.5,93.4
2019,7,2,6,41.7071,41.0,23.5,94.2
2019,7,2,7,123.4217,141.0,24.5,90.8
2019,7,2,8,196.495,219.0,25.5,87.4
2019,7,2,9,344.026,380.0,26.7,80.9
2019,7,2,10,535.892,847.0,28.3,77.4
2019,7,2,11,680.3018,852.0,30.1,73.5
2019,7,2,12,684.649,926.0,30.3,66.8
2019,7,2,13,711.8768,769.0,30.7,65.8
2019,7,2,14,639.2373,803.0,30.5,64.1
2019,7,2,15,426.3251,338.0,30.5,66.4
2019,7,2,16,371.6865,404.0,30.1,66.0
2019,7,2,17,222.5322,192.0,28.9,68.0
2019,7,2,18,74.8577,62.0,28.1,68.6
2019,7,2,19,9.4784,0.0,26.9,74.2
2019,7,2,20,0.0,0.0,25.9,80.6
2019,7,2,21,0.0,0.0,25.5,81.5
2019,7,2,22,0.0,0.0,24.9,80.8
2019,7,2,23,0.0,0.0,24.5,83.6
2019,7,4,0,0.0,0.0,24.7,88.4
2019,7,4,1,0.0,0.0,24.5,89.0
2019,7,4,2,0.0,0.0,24.1,91.5
2019,7,4,3,0.0,0.0,23.7,93.1
2019,7,4,4,0.0,0.0,23.5,94.0
2019,7,4,5,0.0,0.0,23.3,95.6
2019,7,4,6,37.0206,45.0,23.5,95.6
2019,7,4,7,120.0119,145.0,24.5,92.6
2019,7,4,8,205.6002,209.0,25.3,84.5
2019,7,4,9,377.9853,451.0,26.9,82.6
2019,7,4,10,437.056,636.0,27.9,76.4
2019,7,4,11,371.9057,408.0,28.9,75.5
2019,7,4,12,599.0883,662.0,29.1,67.2
2019,7,4,13,526.6708,712.0,29.3,63.1
2019,7,4,14,514.8047,534.0,29.7,66.1
2019,7,4,15,291.5629,285.0,29.1,65.5
2019,7,4,16,178.6504,222.0,28.7,64.6
2019,7,4,17,89.916,76.0,27.5,67.2
2019,7,4,18,25.5135,20.0,26.9,75.4
2019,7,4,19,3.3524,0.0,26.5,74.9
2019,7,4,20,0.0,0.0,25.9,79.0
2019,7,4,21,0.0,0.0,25.7,81.0
2019,7,4,22,0.0,0.0,25.1,80.3
2019,7,4,23,0.0,0.0,24.7,78.6
2019,7,6,0,0.0,0.0,24.9,83.6
2019,7,6,1,0.0,0.0,24.5,85.5
2019,7,6,2,0.0,0.0,24.3,87.4
2019,7,6,3,0.0,0.0,24.3,89.0
2019,7,6,4,0.0,0.0,24.3,89.8
2019,7,6,5,0.0,0.0,23.9,92.7
2019,7,6,6,27.8926,35.0,24.3,92.7
2019,7,6,7,97.2144,99.0,25.1,88.5
2019,7,6,8,217.2602,288.0,26.3,84.1
2019,7,6,9,314.0412,756.0,28.3,79.5
2019,7,6,10,536.5006,805.0,29.1,80.1
2019,7,6,11,498.6648,965.0,31.5,73.7
2019,7,6,12,640.9568,300.0,32.5,68.6
2019,7,6,13,612.8605,343.0,33.1,67.6
2019,7,6,14,536.4755,337.0,32.5,71.6
2019,7,6,15,457.2149,558.0,32.7,70.9
2019,7,6,16,285.4409,186.0,34.3,63.0
2019,7,6,17,147.0889,108.0,33.3,69.2
2019,7,6,18,35.9556,26.0,30.5,77.3
2019,7,6,19,4.1662,0.0,26.9,77.5
2019,7,6,20,0.0,0.0,22.3,95.2
2019,7,6,21,0.0,0.0,22.5,97.4
2019,7,6,22,0.0,0.0,22.5,98.0
2019,7,6,23,0.0,0.0,22.7,98.2
2019,7,8,0,0.0,0.0,24.3,82.4
2019,7,8,1,0.0,0.0,23.3,87.3
2019,7,8,2,0.0,0.0,22.9,89.6
2019,7,8,3,0.0,0.0,22.5,92.6
2019,7,8,4,0.0,0.0,22.1,93.6
2019,7,8,5,0.0,0.0,22.1,93.0
2019,7,8,6,50.0976,61.0,22.3,93.6
2019,7,8,7,134.5936,91.0,23.9,90.3
2019,7,8,8,289.0867,272.0,24.9,84.5
2019,7,8,9,432.2145,517.0,25.9,84.9
2019,7,8,10,519.9775,697.0,27.1,78.7
2019,7,8,11,457.047,429.0,28.7,74.8
2019,7,8,12,428.9161,882.0,30.1,66.5
2019,7,8,13,404.3,388.0,29.7,70.0
2019,7,8,14,379.7024,326.0,28.5,74.5
2019,7,8,15,349.9103,278.0,29.3,74.5
2019,7,8,16,211.1272,176.0,28.7,73.4
2019,7,8,17,125.097,100.0,28.1,77.3
2019,7,8,18,46.551,56.0,27.3,77.6
2019,7,8,19,6.2697,0.0,26.1,82.0
2019,7,8,20,0.0,0.0,25.3,81.3
2019,7,8,21,0.0,0.0,25.3,81.1
2019,7,8,22,0.0,0.0,25.1,84.9
2019,7,8,23,0.0,0.0,24.7,84.7
2019,7,11,0,0.0,0.0,22.7,91.1
2019,7,11,1,0.0,0.0,22.1,93.4
2019,7,11,2,0.0,0.0,21.7,94.4
2019,7,11,3,0.0,0.0,21.1,96.4
2019,7,11,4,0.0,0.0,20.9,97.6
2019,7,11,5,0.0,0.0,20.7,98.0
2019,7,11,6,42.4371,55.0,20.9,98.8
2019,7,11,7,142.1142,197.0,23.9,96.3
2019,7,11,8,298.2976,356.0,25.9,80.3
2019,7,11,9,481.3673,614.0,27.3,76.9
2019,7,11,10,567.2692,736.0,28.1,74.4
2019,7,11,11,544.1919,855.0,29.1,68.7
2019,7,11,12,551.2196,925.0,31.5,62.6
2019,7,11,13,506.7936,774.0,32.1,61.0
2019,7,11,14,464.2246,276.0,32.5,58.5
2019,7,11,15,361.2448,417.0,32.1,60.6
2019,7,11,16,209.9519,206.0,31.5,62.0
2019,7,11,17,203.972,150.0,30.1,69.7
2019,7,11,18,86.5504,60.0,29.7,69.1
2019,7,11,19,11.3205,0.0,28.1,76.8
2019,7,11,20,0.0,0.0,27.1,77.8
2019,7,11,21,0.0,0.0,26.3,84.2
2019,7,11,22,0.0,0.0,25.3,83.2
2019,7,11,23,0.0,0.0,24.5,89.0
2019,7,15,0,0.0,0.0,24.5,85.9
2019,7,15,1,0.0,0.0,23.9,87.5
2019,7,15,2,0.0,0.0,23.3,89.8
2019,7,15,3,0.0,0.0,22.9,91.8
2019,7,15,4,0.0,0.0,23.1,91.8
2019,7,15,5,0.0,0.0,22.7,93.2
2019,7,15,6,30.1441,45.0,22.5,94.0
2019,7,15,7,143.371,188.0,24.5,90.0
2019,7,15,8,299.511,414.0,26.6,85.0
2019,7,15,9,476.8141,610.0,28.0,77.4
2019,7,15,10,610.0117,769.0,29.4,70.1
2019,7,15,11,726.856,862.0,30.6,69.6
2019,7,15,12,753.5952,876.0,30.6,69.8
2019,7,15,13,736.1948,825.0,31.0,69.0
2019,7,15,14,667.4518,695.0,31.4,67.0
2019,7,15,15,544.7321,512.0,31.2,66.0
2019,7,15,16,352.4583,278.0,31.2,65.4
2019,7,15,17,219.921,127.0,30.6,69.3
2019,7,15,18,66.0192,52.0,29.4,70.0
2019,7,15,19,8.5723,0.0,28.2,73.6
2019,7,15,20,0.0,0.0,27.0,76.6
2019,7,15,21,0.0,0.0,26.4,80.8
2019,7,15,22,0.0,0.0,26.0,82.9
2019,7,15,23,0.0,0.0,25.6,84.4
2019,7,18,0,0.0,0.0,27.2,93.7
2019,7,18,1,0.0,0.0,27.4,91.3
2019,7,18,2,0.0,0.0,27.0,92.7
2019,7,18,3,0.0,0.0,26.6,93.7
2019,7,18,4,0.0,0.0,26.4,94.4
2019,7,18,5,0.0,0.0,26.4,94.8
2019,7,18,6,25.2969,29.0,26.6,93.8
2019,7,18,7,139.8977,207.0,27.8,89.7
2019,7,18,8,199.4867,464.0,29.0,83.5
2019,7,18,9,350.4384,166.0,29.0,81.5
2019,7,18,10,530.6592,415.0,30.8,79.4
2019,7,18,11,432.5202,332.0,31.2,80.0
2019,7,18,12,430.353,312.0,32.0,77.4
2019,7,18,13,599.0335,884.0,32.8,74.0
2019,7,18,14,417.1533,740.0,33.0,69.8
2019,7,18,15,286.55,655.0,33.0,75.2
2019,7,18,16,155.9632,88.0,30.8,78.2
2019,7,18,17,178.7088,110.0,30.6,79.8
2019,7,18,18,61.628,38.0,31.0,77.5
2019,7,18,19,18.3854,14.0,30.4,83.4
2019,7,18,20,0.0,0.0,27.0,86.9
2019,7,18,21,0.0,0.0,25.6,94.4
2019,7,18,22,0.0,0.0,26.0,94.6
2019,7,18,23,0.0,0.0,26.0,95.4
2019,7,20,0,0.0,0.0,25.6,94.0
2019,7,20,1,0.0,0.0,25.2,95.2
2019,7,20,2,0.0,0.0,25.0,96.3
2019,7,20,3,0.0,0.0,25.0,96.4
2019,7,20,4,0.0,0.0,24.8,95.8
2019,7,20,5,0.0,0.0,24.8,96.8
2019,7,20,6,29.7752,47.0,25.4,96.7
2019,7,20,7,122.0407,207.0,26.6,88.2
2019,7,20,8,198.4952,347.0,27.2,82.9
2019,7,20,9,241.6637,140.0,27.8,80.9
2019,7,20,10,281.514,174.0,28.6,81.7
2019,7,20,11,392.2,418.0,29.6,78.0
2019,7,20,12,502.8648,329.0,31.2,72.9
2019,7,20,13,529.7998,857.0,32.4,73.7
2019,7,20,14,597.6026,242.0,32.2,71.6
2019,7,20,15,479.6484,573.0,32.8,68.4
2019,7,20,16,312.3884,344.0,33.2,67.1
2019,7,20,17,128.73,97.0,32.2,71.8
2019,7,20,18,43.936,23.0,31.0,73.9
2019,7,20,19,6.3882,0.0,29.6,76.5
2019,7,20,20,0.0,0.0,28.4,85.0
2019,7,20,21,0.0,0.0,27.8,83.7
2019,7,20,22,0.0,0.0,27.0,88.4
2019,7,20,23,0.0,0.0,26.8,89.2
2019,7,21,0,0.0,0.0,26.0,91.9
2019,7,21,1,0.0,0.0,25.8,94.0
2019,7,21,2,0.0,0.0,25.6,95.2
2019,7,21,3,0.0,0.0,25.2,96.3
2019,7,21,4,0.0,0.0,25.2,96.8
2019,7,21,5,0.0,0.0,25.0,97.2
2019,7,21,6,34.664,61.0,25.4,96.8
2019,7,21,7,129.9555,207.0,27.8,91.3
2019,7,21,8,283.6878,246.0,29.8,84.1
2019,7,21,9,467.2054,625.0,31.8,77.8
2019,7,21,10,555.2681,800.0,33.4,72.6
2019,7,21,11,660.3934,333.0,33.4,67.3
2019,7,21,12,675.9442,883.0,35.0,64.2
2019,7,21,13,684.4836,790.0,35.0,61.9
2019,7,21,14,539.799,278.0,36.0,62.4
2019,7,21,15,431.6642,556.0,35.2,66.0
2019,7,21,16,318.5789,324.0,35.0,66.6
2019,7,21,17,181.7615,156.0,34.2,69.9
2019,7,21,18,60.8761,36.0,33.4,69.2
2019,7,21,19,8.9807,0.0,32.0,73.2
2019,7,21,20,0.0,0.0,30.8,78.5
2019,7,21,21,0.0,0.0,30.2,80.9
2019,7,21,22,0.0,0.0,29.2,84.1
2019,7,21,23,0.0,0.0,28.6,85.1
2019,7,24,0,0.0,0.0,30.2,83.2
2019,7,24,1,0.0,0.0,29.8,84.8
2019,7,24,2,0.0,0.0,29.2,88.0
2019,7,24,3,0.0,0.0,29.2,88.4
2019,7,24,4,0.0,0.0,28.8,89.0
2019,7,24,5,0.0,0.0,28.8,90.1
2019,7,24,6,32.6437,43.0,28.6,91.7
2019,7,24,7,121.6931,159.0,30.2,84.4
2019,7,24,8,217.8268,321.0,32.0,79.6
2019,7,24,9,372.4257,615.0,33.0,74.9
2019,7,24,10,567.2819,727.0,33.6,73.0
2019,7,24,11,493.718,785.0,34.2,73.9
2019,7,24,12,455.0616,570.0,34.8,71.9
2019,7,24,13,465.4599,656.0,35.0,70.7
2019,7,24,14,415.2467,564.0,36.0,68.9
2019,7,24,15,351.05,556.0,37.4,61.3
2019,7,24,16,286.8782,365.0,37.2,62.4
2019,7,24,17,203.7481,149.0,36.2,64.9
2019,7,24,18,70.075,45.0,35.6,69.5
2019,7,24,19,8.3421,0.0,34.4,72.0
2019,7,24,20,0.0,0.0,33.0,80.6
2019,7,24,21,0.0,0.0,32.2,77.1
2019,7,24,22,0.0,0.0,31.2,83.7
2019,7,24,23,0.0,0.0,30.4,83.2
2019,7,25,0,0.0,0.0,30.4,82.4
2019,7,25,1,0.0,0.0,30.2,83.2
2019,7,25,2,0.0,0.0,29.8,84.9
2019,7,25,3,0.0,0.0,29.6,86.3
2019,7,25,4,0.0,0.0,29.4,87.8
2019,7,25,5,0.0,0.0,29.2,88.7
2019,7,25,6,38.0771,31.0,29.0,89.9
2019,7,25,7,141.4826,223.0,31.2,83.6
2019,7,25,8,230.4116,425.0,32.0,78.7
2019,7,25,9,414.8822,499.0,33.4,73.0
2019,7,25,10,507.976,665.0,33.8,72.6
2019,7,25,11,527.2161,759.0,34.8,69.7
2019,7,25,12,495.9538,565.0,35.8,67.0
2019,7,25,13,471.3506,687.0,36.4,67.7
2019,7,25,14,556.5611,557.0,36.6,66.4
2019,7,25,15,356.462,344.0,36.2,65.9
2019,7,25,16,247.6999,151.0,34.6,70.1
2019,7,25,17,140.9556,82.0,35.4,69.5
2019,7,25,18,39.1603,26.0,33.6,76.5
2019,7,25,19,3.9972,0.0,32.6,81.0
2019,7,25,20,0.0,0.0,32.4,80.2
2019,7,25,21,0.0,0.0,31.6,80.3
2019,7,25,22,0.0,0.0,30.6,85.6
2019,7,25,23,0.0,0.0,30.8,85.0
2019,7,26,0,0.0,0.0,30.2,88.8
2019,7,26,1,0.0,0.0,30.2,88.6
2019,7,26,2,0.0,0.0,30.2,85.8
2019,7,26,3,0.0,0.0,29.8,87.4
2019,7,26,4,0.0,0.0,29.4,87.8
2019,7,26,5,0.0,0.0,29.4,84.6
2019,7,26,6,27.1626,47.0,29.4,83.8
2019,7,26,7,128.0232,199.0,31.4,79.1
2019,7,26,8,282.6737,388.0,33.0,75.2
2019,7,26,9,465.1093,511.0,34.0,74.0
2019,7,26,10,574.2851,724.0,35.0,69.0
2019,7,26,11,605.479,655.0,35.4,68.0
2019,7,26,12,630.6663,821.0,36.4,67.1
2019,7,26,13,684.6745,812.0,37.0,63.4
2019,7,26,14,613.8065,684.0,38.4,57.7
2019,7,26,15,521.031,498.0,39.4,52.9
2019,7,26,16,351.1922,335.0,38.8,56.3
2019,7,26,17,133.0405,99.0,38.0,59.8
2019,7,26,18,42.7719,33.0,36.6,64.3
2019,7,26,19,5.6001,0.0,31.8,75.6
2019,7,26,20,0.0,0.0,31.4,78.0
2019,7,26,21,0.0,0.0,31.4,80.3
2019,7,26,22,0.0,0.0,31.2,79.8
2019,7,26,23,0.0,0.0,30.6,80.8
2019,7,27,0,0.0,0.0,30.6,79.8
2019,7,27,1,0.0,0.0,30.2,80.2
2019,7,27,2,0.0,0.0,29.4,81.7
2019,7,27,3,0.0,0.0,29.0,84.7
2019,7,27,4,0.0,0.0,29.4,84.5
2019,7,27,5,0.0,0.0,29.0,85.1
2019,7,27,6,6.6905,11.0,29.4,82.9
2019,7,27,7,64.2307,75.0,30.4,85.0
2019,7,27,8,79.1851,89.0,30.4,81.0
2019,7,27,9,244.8195,225.0,31.8,83.6
2019,7,27,10,327.7449,319.0,34.0,74.4
2019,7,27,11,482.3441,519.0,35.6,69.5
2019,7,27,12,493.6527,646.0,36.4,67.3
2019,7,27,13,566.0351,789.0,36.8,63.6
2019,7,27,14,473.1445,743.0,37.8,60.9
2019,7,27,15,439.9484,436.0,38.2,58.1
2019,7,27,16,273.3401,297.0,38.8,56.3
2019,7,27,17,183.0963,126.0,37.8,58.9
2019,7,27,18,103.3291,78.0,36.6,69.5
2019,7,27,19,11.7937,0.0,34.6,72.4
2019,7,27,20,0.0,0.0,32.8,80.0
2019,7,27,21,0.0,0.0,32.0,79.8
2019,7,27,22,0.0,0.0,31.8,81.5
2019,7,27,23,0.0,0.0,31.2,83.0
2019,7,28,0,0.0,0.0,30.8,81.6
2019,7,28,1,0.0,0.0,30.4,83.0
2019,7,28,2,0.0,0.0,30.2,83.2
2019,7,28,3,0.0,0.0,29.4,86.3
2019,7,28,4,0.0,0.0,29.4,84.9
2019,7,28,5,0.0,0.0,29.0,85.8
2019,7,28,6,36.4724,47.0,29.0,87.8
2019,7,28,7,122.3702,165.0,31.3,80.0
2019,7,28,8,277.0606,320.0,33.4,74.7
2019,7,28,9,391.3,586.0,35.4,70.8
2019,7,28,10,505.5075,716.0,36.6,66.7
2019,7,28,11,624.832,502.0,38.0,60.1
2019,7,28,12,707.6091,916.0,38.0,58.8
2019,7,28,13,659.1337,711.0,38.8,57.4
2019,7,28,14,627.8275,262.0,38.6,58.4
2019,7,28,15,500.5618,192.0,38.8,54.7
2019,7,28,16,367.3891,330.0,38.2,56.5
2019,7,28,17,169.0868,156.0,38.0,55.5
2019,7,28,18,52.2293,26.0,36.8,62.5
2019,7,28,19,6.3426,0.0,34.4,74.3
2019,7,28,20,0.0,0.0,33.0,74.7
2019,7,28,21,0.0,0.0,32.6,77.8
2019,7,28,22,0.0,0.0,32.2,78.3
2019,7,28,23,0.0,0.0,31.8,83.9
2019,7,29,0,0.0,0.0,31.4,81.6
2019,7,29,1,0.0,0.0,31.2,80.3
2019,7,29,2,0.0,0.0,30.6,85.2
2019,7,29,3,0.0,0.0,30.2,85.2
2019,7,29,4,0.0,0.0,30.0,86.1
2019,7,29,5,0.0,0.0,29.8,86.0
2019,7,29,6,24.8994,43.0,30.8,82.0
2019,7,29,7,120.1407,199.0,32.6,79.0
2019,7,29,8,279.8234,399.0,34.6,71.7
2019,7,29,9,462.28,591.0,36.0,70.0
2019,7,29,10,591.8716,728.0,37.2,62.4
2019,7,29,11,685.5578,847.0,36.8,61.6
2019,7,29,12,727.6527,841.0,37.8,58.6
2019,7,29,13,624.7704,784.0,37.8,58.4
2019,7,29,14,612.726,679.0,38.6,53.4
2019,7,29,15,525.5381,521.0,38.4,53.1
2019,7,29,16,373.1343,355.0,38.8,54.6
2019,7,29,17,189.7572,180.0,39.2,51.9
2019,7,29,18,62.4474,38.0,37.4,58.4
2019,7,29,19,7.0476,0.0,33.2,72.4
2019,7,29,20,0.0,0.0,32.4,76.7
2019,7,29,21,0.0,0.0,31.8,77.3
2019,7,29,22,0.0,0.0,31.4,81.3
2019,7,29,23,0.0,0.0,31.4,77.2
2019,7,30,0,0.0,0.0,30.6,78.7
2019,7,30,1,0.0,0.0,30.2,81.7
2019,7,30,2,0.0,0.0,29.4,80.8
2019,7,30,3,0.0,0.0,28.8,83.5
2019,7,30,4,0.0,0.0,29.0,82.9
2019,7,30,5,0.0,0.0,29.0,81.7
2019,7,30,6,26.4725,51.0,29.3,80.4
2019,7,30,7,125.0308,193.0,31.9,80.5
2019,7,30,8,284.3701,433.0,34.5,70.3
2019,7,30,9,462.6766,604.0,35.1,65.0
2019,7,30,10,529.1942,483.0,36.1,58.1
2019,7,30,11,645.1663,749.0,36.1,56.9
2019,7,30,12,579.6531,802.0,35.9,61.0
2019,7,30,13,539.4551,527.0,36.5,58.7
2019,7,30,14,601.311,660.0,37.3,54.7
2019,7,30,15,536.3139,505.0,37.5,52.4
2019,7,30,16,259.4649,323.0,37.3,54.2
2019,7,30,17,188.5274,166.0,37.7,51.4
2019,7,30,18,64.2605,19.0,38.3,50.5
2019,7,30,19,6.4174,0.0,35.1,62.5
2019,7,30,20,0.0,0.0,32.9,73.3
2019,7,30,21,0.0,0.0,31.9,76.5
2019,7,30,22,0.0,0.0,30.9,78.9
2019,7,30,23,0.0,0.0,30.7,83.0
2019,8,1,0,0.0,0.0,30.3,80.0
2019,8,1,1,0.0,0.0,29.7,81.6
