时间,发电量,光照强度,温度,time_cos,time_sin,湿度
2019/6/16 7:00,207.7307,229.74,25.16,-0.258819045,0.965925826,74.65
2019/6/16 8:00,204.7749,188.52,26.11,-0.5,0.866025404,69.9
2019/6/16 9:00,401.5395,252.29,27.4,-0.707106781,0.707106781,65.91
2019/6/16 10:00,475.6796,485.91,29.3,-0.866025404,0.5,59.53
2019/6/16 11:00,497.2082,533.51,30.41,-0.965925826,0.258819045,55.7
2019/6/16 12:00,466.24,405.59,31.35,-1,7.35E-15,50.86
2019/6/16 13:00,409.2008,343.08,31.44,-0.965925826,-0.258819045,49.16
2019/6/16 14:00,417.3535,645.52,31.92,-0.866025404,-0.5,46.77
2019/6/16 15:00,225.7979,200.37,31.24,-0.707106781,-0.707106781,49.93
2019/6/16 16:00,252.2525,193.78,31.1,-0.5,-0.866025404,49.91
2019/6/16 17:00,144.4476,142.49,31.3,-0.258819045,-0.965925826,46.02
2019/6/16 18:00,49.3129,60.63,30.88,-1.27E-14,-1,49.57
2019/6/16 19:00,4.041,4.05,30.03,0.258819045,-0.965925826,52.96
2019/6/16 20:00,0,0,29.22,0.5,-0.866025404,59.31
2019/6/16 21:00,0,0,28.48,0.707106781,-0.707106781,57.54
2019/6/16 22:00,0,0,28.32,0.866025404,-0.5,56.87
2019/6/16 23:00,0,0,27.9,0.965925826,-0.258819045,60.15
2019/6/17 0:00,0,0,27.49,1,-3.92E-15,63.16
2019/6/17 1:00,0,0,26.97,0.965925826,0.258819045,66.11
2019/6/17 2:00,0,0,26.5,0.866025404,0.5,69.08
2019/6/17 3:00,0,0,26.57,0.707106781,0.707106781,70.15
2019/6/17 4:00,0,0,26.3,0.5,0.866025404,72.51
2019/6/17 5:00,0,0,26.2,0.258819045,0.965925826,74.15
2019/6/17 6:00,35.4177,38.93,26,9.31E-15,1,77.41
2019/6/17 7:00,136.3278,122.46,26.4,-0.258819045,0.965925826,77.14
2019/6/17 8:00,335.9198,398.25,27.65,-0.5,0.866025404,71.05
2019/6/17 9:00,349.2,233.25,28.4,-0.707106781,0.707106781,65.9
2019/6/17 10:00,362.4602,409.79,29.49,-0.866025404,0.5,60.68
2019/6/17 11:00,402.7857,481.3,30.29,-0.965925826,0.258819045,43.88
2019/6/17 12:00,408.018,405.52,30.56,-1,1.47E-14,41.49
2019/6/17 13:00,506.5982,433.65,31.01,-0.965925826,-0.258819045,29.93
2019/6/17 14:00,489.3909,573.33,32.09,-0.866025404,-0.5,28.41
2019/6/17 15:00,241.9099,222.95,31.2,-0.707106781,-0.707106781,34.23
2019/6/17 16:00,102.1598,100.31,30.1,-0.5,-0.866025404,35.37
2019/6/17 17:00,52.2875,51.24,29.18,-0.258819045,-0.965925826,45.62
2019/6/17 18:00,23.3374,25.64,27.85,-5.88E-15,-1,56.22
2019/6/17 19:00,1.1538,0,25.25,0.258819045,-0.965925826,77.09
2019/6/17 20:00,0,0,23.5,0.5,-0.866025404,91.67
2019/6/17 21:00,0,0,22.9,0.707106781,-0.707106781,89.34
2019/6/17 22:00,0,0,22.21,0.866025404,-0.5,92.62
2019/6/17 23:00,0,0,21.53,0.965925826,-0.258819045,95.2
2019/6/18 0:00,0,0,21,1,-1.13E-14,97.74
2019/6/18 1:00,0,0,21,0.965925826,0.258819045,97.77
2019/6/18 2:00,0,0,20.71,0.866025404,0.5,98.88
2019/6/18 3:00,0,0,20.79,0.707106781,0.707106781,99.82
2019/6/18 4:00,0,0,20.84,0.5,0.866025404,100
2019/6/18 5:00,0,0,20.95,0.258819045,0.965925826,100
2019/6/18 6:00,17.3841,13.51,21.29,1.67E-14,1,99.69
2019/6/18 7:00,50.8478,66.55,21.43,-0.258819045,0.965925826,99.67
2019/6/18 8:00,99.4561,91.15,22.11,-0.5,0.866025404,98.79
2019/6/18 9:00,111.4601,63.61,22.3,-0.707106781,0.707106781,98.01
2019/6/18 10:00,245.3245,210.55,22.68,-0.866025404,0.5,97.37
2019/6/18 11:00,318.9309,309.84,24.05,-0.965925826,0.258819045,92.56
2019/6/18 12:00,195.4203,81.89,23.91,-1,7.84E-15,90.62
2019/6/18 13:00,215.9425,142.89,23.97,-0.965925826,-0.258819045,91.26
2019/6/18 14:00,207.1687,239.86,24.37,-0.866025404,-0.5,89.05
2019/6/18 15:00,192.4898,237.29,25.27,-0.707106781,-0.707106781,84.29
2019/6/18 16:00,146.9386,122.93,25.27,-0.5,-0.866025404,85.38
2019/6/18 17:00,89.9192,85.51,25.37,-0.258819045,-0.965925826,83.69
2019/6/18 18:00,51.1541,84.34,25.5,-1.32E-14,-1,83.54
2019/6/18 19:00,2.6389,8.56,25.1,0.258819045,-0.965925826,84.53
2019/6/18 20:00,0,0,24.87,0.5,-0.866025404,87.9
2019/6/18 21:00,0,0,24.49,0.707106781,-0.707106781,90.71
2019/6/18 22:00,0,0,24.34,0.866025404,-0.5,91.38
2019/6/18 23:00,0,0,24.29,0.965925826,-0.258819045,94.21
2019/6/19 0:00,0,0,24.1,1,-1.86E-14,94.21
2019/6/19 1:00,0,0,23.9,0.965925826,0.258819045,94.63
2019/6/19 2:00,0,0,23.97,0.866025404,0.5,96.18
2019/6/19 3:00,0,0,23.7,0.707106781,0.707106781,97.5
2019/6/19 4:00,0,0,23.5,0.5,0.866025404,97.32
2019/6/19 5:00,0,0,23.4,0.258819045,0.965925826,96.85
2019/6/19 6:00,88.9698,50.24,23.42,9.80E-15,1,94.65
2019/6/19 7:00,272.6173,108.19,24.25,-0.258819045,0.965925826,89.94
2019/6/19 8:00,545.0811,535.59,26.35,-0.5,0.866025404,79.93
2019/6/19 9:00,583.2106,350.24,26.04,-0.707106781,0.707106781,79.51
2019/6/19 10:00,475.45,388.92,26.91,-0.866025404,0.5,73.97
2019/6/19 11:00,367.6935,311.27,26.61,-0.965925826,0.258819045,76.08
2019/6/19 12:00,464.197,458.55,27.19,-1,1.52E-14,73.59
2019/6/19 13:00,448.85,256.42,27.04,-0.965925826,-0.258819045,75.81
2019/6/19 14:00,433.5462,367.56,27.11,-0.866025404,-0.5,75.91
2019/6/19 15:00,544.6454,393.21,27.87,-0.707106781,-0.707106781,73.64
2019/6/19 16:00,492.3331,301.63,28.28,-0.5,-0.866025404,72.04
2019/6/19 17:00,226.9992,340.19,28.36,-0.258819045,-0.965925826,72.39
2019/6/19 18:00,58.7809,86.64,27.75,-6.37E-15,-1,73.95
2019/6/19 19:00,2.4006,7.56,27.09,0.258819045,-0.965925826,77.06
2019/6/19 20:00,0,0,26.14,0.5,-0.866025404,82.57
2019/6/19 21:00,0,0,25.47,0.707106781,-0.707106781,85.28
2019/6/19 22:00,0,0,25.1,0.866025404,-0.5,87.79
2019/6/19 23:00,0,0,24.8,0.965925826,-0.258819045,89.75
2019/6/20 0:00,0,0,24.8,1,-1.18E-14,89.79
2019/6/20 1:00,0,0,24.18,0.965925826,0.258819045,92.3
2019/6/20 2:00,0,0,23.8,0.866025404,0.5,94.35
2019/6/20 3:00,0,0,23.74,0.707106781,0.707106781,94.89
2019/6/20 4:00,0,0,23.6,0.5,0.866025404,95.44
2019/6/20 5:00,0,0,23.6,0.258819045,0.965925826,95.41
2019/6/20 6:00,3.4171,6.06,23.6,1.71E-14,1,95.3
2019/6/20 7:00,7.8299,12.42,23.57,-0.258819045,0.965925826,95.33
2019/6/20 8:00,72.5237,69.05,23.3,-0.5,0.866025404,96.97
2019/6/20 9:00,158.5696,115.07,23.51,-0.707106781,0.707106781,97.54
2019/6/20 10:00,180.4069,142.75,24.21,-0.866025404,0.5,95.58
2019/6/20 11:00,172.8418,211.35,24.42,-0.965925826,0.258819045,93.26
2019/6/20 12:00,266.455,206.09,24.83,-1,8.33E-15,91.49
2019/6/20 13:00,141.5329,140.93,24.81,-0.965925826,-0.258819045,88.32
2019/6/20 14:00,158.389,110.66,24.77,-0.866025404,-0.5,90.92
2019/6/20 15:00,81.7866,85.29,24.39,-0.707106781,-0.707106781,94.91
2019/6/20 16:00,26.5727,24.92,23.53,-0.5,-0.866025404,98.08
2019/6/20 17:00,16.2767,11.61,23.1,-0.258819045,-0.965925826,99.33
2019/6/20 18:00,28.7716,33.69,22.8,-1.37E-14,-1,99
2019/6/20 19:00,0.5695,3.54,22.41,0.258819045,-0.965925826,95.3
2019/6/20 20:00,0,0,22.41,0.5,-0.866025404,94.22
2019/6/20 21:00,0,0,22.3,0.707106781,-0.707106781,97.33
2019/6/20 22:00,0,0,21.96,0.866025404,-0.5,96.97
2019/6/20 23:00,0,0,22.16,0.965925826,-0.258819045,96.18
2019/6/21 0:00,0,0,22.2,1,-1.91E-14,95.81
2019/6/21 1:00,0,0,22.24,0.965925826,0.258819045,96.36
2019/6/21 2:00,0,0,22.5,0.866025404,0.5,98.4
2019/6/21 3:00,0,0,22.3,0.707106781,0.707106781,98.29
2019/6/21 4:00,0,0,22.2,0.5,0.866025404,98.78
2019/6/21 5:00,0,0,21.9,0.258819045,0.965925826,99
2019/6/21 6:00,52.7881,33.19,22.07,1.03E-14,1,95.93
2019/6/21 7:00,266.2037,373.14,23.58,-0.258819045,0.965925826,90.27
2019/6/21 8:00,417.6763,317.44,23.69,-0.5,0.866025404,90.65
2019/6/21 9:00,776.5137,716.85,24.75,-0.707106781,0.707106781,84.9
2019/6/21 10:00,700.7165,801.86,25.9,-0.866025404,0.5,79.15
2019/6/21 11:00,917.3756,825.07,26.43,-0.965925826,0.258819045,77.08
2019/6/21 12:00,973.3572,907.77,27.09,-1,1.57E-14,75.06
2019/6/21 13:00,938.2482,782.9,27.48,-0.965925826,-0.258819045,72.21
2019/6/21 14:00,792.29,672.28,28.17,-0.866025404,-0.5,68.6
2019/6/21 15:00,630.159,606.11,28.4,-0.707106781,-0.707106781,66.79
2019/6/21 16:00,425.9768,301.19,28.54,-0.5,-0.866025404,66.82
2019/6/21 17:00,320.863,396.37,28.23,-0.258819045,-0.965925826,65.5
2019/6/21 18:00,72.096,70.09,27.8,-2.11E-14,-1,67.36
2019/6/21 19:00,2.1218,9.59,27.2,0.258819045,-0.965925826,71.09
2019/6/21 20:00,0,0,26.3,0.5,-0.866025404,76.25
2019/6/21 21:00,0,0,26.11,0.707106781,-0.707106781,74.73
2019/6/21 22:00,0,0,25.13,0.866025404,-0.5,81.68
2019/6/21 23:00,0,0,24.39,0.965925826,-0.258819045,85.17
2019/6/22 0:00,0,0,23.36,1,-2.65E-14,90.14
2019/6/22 1:00,0,0,22.47,0.965925826,0.258819045,93.18
2019/6/22 2:00,0,0,21.8,0.866025404,0.5,93.23
2019/6/22 3:00,0,0,21.34,0.707106781,0.707106781,94.39
2019/6/22 4:00,0,0,21,0.5,0.866025404,95.69
2019/6/22 5:00,0,0,20.8,0.258819045,0.965925826,96.07
2019/6/22 6:00,24.3868,21.57,21.1,3.43E-15,1,93.25
2019/6/22 7:00,100.174,99.17,21.7,-0.258819045,0.965925826,90.38
2019/6/22 8:00,210.3466,217.8,21.87,-0.5,0.866025404,89.28
2019/6/22 9:00,284.6396,199.79,22.58,-0.707106781,0.707106781,86.22
2019/6/22 10:00,558.8081,507.24,23.57,-0.866025404,0.5,82.08
2019/6/22 11:00,973.4194,949.16,25.34,-0.965925826,0.258819045,75.03
2019/6/22 12:00,923.9798,1042.65,26.36,-1,8.82E-15,69.44
2019/6/22 13:00,1020.1326,784.52,26.85,-0.965925826,-0.258819045,67.89
2019/6/22 14:00,952.6806,930.29,27.73,-0.866025404,-0.5,63.93
2019/6/22 15:00,751.8511,827.99,27.91,-0.707106781,-0.707106781,58.74
2019/6/22 16:00,434.1614,646.45,28.19,-0.5,-0.866025404,59.16
2019/6/22 17:00,221.3146,257.62,28,-0.258819045,-0.965925826,57.95
2019/6/22 18:00,95.9293,101.31,26.97,-1.42E-14,-1,54.74
2019/6/22 19:00,5.9374,16.27,25.86,0.258819045,-0.965925826,61.76
2019/6/22 20:00,0,0,24.6,0.5,-0.866025404,69.63
2019/6/22 21:00,0,0,24.19,0.707106781,-0.707106781,71.48
2019/6/22 22:00,0,0,23.46,0.866025404,-0.5,75.52
2019/6/22 23:00,0,0,22.89,0.965925826,-0.258819045,77.48
2019/6/23 0:00,0,0,22.17,1,-1.96E-14,80.34
2019/6/23 1:00,0,0,21.6,0.965925826,0.258819045,83.14
2019/6/23 2:00,0,0,21.03,0.866025404,0.5,84.82
2019/6/23 3:00,0,0,20.65,0.707106781,0.707106781,87.52
2019/6/23 4:00,0,0,20.13,0.5,0.866025404,90.18
2019/6/23 5:00,0,0,19.8,0.258819045,0.965925826,93.49
2019/6/23 6:00,92.3882,106.52,20.89,2.50E-14,1,92.78
2019/6/23 7:00,311.9549,316.86,23.45,-0.258819045,0.965925826,80.82
2019/6/23 8:00,557.4715,559.69,23.72,-0.5,0.866025404,80.08
2019/6/23 9:00,824.0143,746.71,25.19,-0.707106781,0.707106781,69.22
2019/6/23 10:00,885.9144,799.17,25.94,-0.866025404,0.5,64.81
2019/6/23 11:00,1086.3317,1051.31,26.42,-0.965925826,0.258819045,59.69
2019/6/23 12:00,1094.7956,1164.05,27.77,-1,1.96E-15,56.47
2019/6/23 13:00,928.7044,1079.85,28.21,-0.965925826,-0.258819045,55.51
2019/6/23 14:00,865.8156,708.45,28.21,-0.866025404,-0.5,52.45
2019/6/23 15:00,629.9026,496.97,28.63,-0.707106781,-0.707106781,53.38
2019/6/23 16:00,477.6784,649.37,28.83,-0.5,-0.866025404,48.9
2019/6/23 17:00,299.8029,422.92,28.53,-0.258819045,-0.965925826,50.94
2019/6/23 18:00,84.6963,149.69,28.3,-7.35E-15,-1,51.05
2019/6/23 19:00,2.4999,4.35,27.43,0.258819045,-0.965925826,56.45
2019/6/23 20:00,0,0,26.67,0.5,-0.866025404,61.85
2019/6/23 21:00,0,0,25.52,0.707106781,-0.707106781,67.4
2019/6/23 22:00,0,0,25.45,0.866025404,-0.5,62.73
2019/6/23 23:00,0,0,24.75,0.965925826,-0.258819045,65.16
2019/6/25 0:00,0,0,23.5,1,-1.27E-14,70.69
2019/6/25 1:00,0,0,23,0.965925826,0.258819045,73.08
2019/6/25 2:00,0,0,22.9,0.866025404,0.5,80.82
2019/6/25 3:00,0,0,22.6,0.707106781,0.707106781,79.75
2019/6/25 4:00,0,0,22.2,0.5,0.866025404,81.39
2019/6/25 5:00,0,0,22,0.258819045,0.965925826,83.84
2019/6/25 6:00,59.487,38.01,22.1,1.81E-14,1,85.08
2019/6/25 7:00,188.7121,163.57,22.52,-0.258819045,0.965925826,83.85
2019/6/25 8:00,439.1796,477.2,23.43,-0.5,0.866025404,80.09
2019/6/25 9:00,629.0198,665.13,24.47,-0.707106781,0.707106781,75.3
2019/6/25 10:00,836.1173,953.11,25.93,-0.866025404,0.5,71.12
2019/6/25 11:00,854.3319,1044.45,26.39,-0.965925826,0.258819045,69.24
2019/6/25 12:00,664.3065,506.13,26.77,-1,2.35E-14,66.39
2019/6/25 13:00,776.7185,948.93,27.41,-0.965925826,-0.258819045,64.86
2019/6/25 14:00,596.3089,546.83,27.37,-0.866025404,-0.5,63.54
2019/6/25 15:00,350.2656,301.61,27.18,-0.707106781,-0.707106781,63.27
2019/6/25 16:00,124.4012,43.79,26.77,-0.5,-0.866025404,66.48
2019/6/25 17:00,65.8791,74.84,25.52,-0.258819045,-0.965925826,73.27
2019/6/25 18:00,7.7004,23.23,24.27,-2.89E-14,-1,82.28
2019/6/25 19:00,0.2846,0,23.78,0.258819045,-0.965925826,86.81
2019/6/25 20:00,0,0,23.52,0.5,-0.866025404,89.89
2019/6/25 21:00,0,0,23.5,0.707106781,-0.707106781,91.34
2019/6/25 22:00,0,0,23.42,0.866025404,-0.5,92.27
2019/6/25 23:00,0,0,23.8,0.965925826,-0.258819045,88.19
2019/6/27 0:00,0,0,23.4,1,-5.88E-15,94.85
2019/6/27 1:00,0,0,23.4,0.965925826,0.258819045,94.56
2019/6/27 2:00,0,0,23.2,0.866025404,0.5,95.08
2019/6/27 3:00,0,0,23.2,0.707106781,0.707106781,95.09
2019/6/27 4:00,0,0,23.2,0.5,0.866025404,95.26
2019/6/27 5:00,0,0,23.1,0.258819045,0.965925826,96.14
2019/6/27 6:00,61.8038,49.81,23.1,1.13E-14,1,96.78
2019/6/27 7:00,127.6172,69.63,23.54,-0.258819045,0.965925826,96.11
2019/6/27 8:00,360.838,253.38,24.09,-0.5,0.866025404,93.24
2019/6/27 9:00,435.8465,338.65,25.42,-0.707106781,0.707106781,85.78
2019/6/27 10:00,483.5469,447.55,26.52,-0.866025404,0.5,81.16
2019/6/27 11:00,609.9596,892.69,27.67,-0.965925826,0.258819045,75.18
2019/6/27 12:00,790.8822,834.41,28.77,-1,1.67E-14,70.21
2019/6/27 13:00,628.4027,439.09,28.5,-0.965925826,-0.258819045,71.7
2019/6/27 14:00,616.5906,729.78,29.34,-0.866025404,-0.5,68.27
2019/6/27 15:00,685.5676,696.58,29.42,-0.707106781,-0.707106781,69.43
2019/6/27 16:00,464.75,558.17,29.09,-0.5,-0.866025404,72.81
2019/6/27 17:00,243.9447,318.2,28.78,-0.258819045,-0.965925826,74.19
2019/6/27 18:00,87.5025,116.47,27.86,-2.20E-14,-1,77.82
2019/6/27 19:00,3.0692,3.28,26.99,0.258819045,-0.965925826,81.52
2019/6/27 20:00,0,0,26.3,0.5,-0.866025404,84.86
2019/6/27 21:00,0,0,25.91,0.707106781,-0.707106781,86.01
2019/6/27 22:00,0,0,25.4,0.866025404,-0.5,88.14
2019/6/27 23:00,0,0,25,0.965925826,-0.258819045,90.63
2019/6/28 0:00,0,0,24.67,1,-2.74E-14,92.63
2019/6/28 1:00,0,0,24.23,0.965925826,0.258819045,95.01
2019/6/28 2:00,0,0,24,0.866025404,0.5,96.22
2019/6/28 3:00,0,0,23.9,0.707106781,0.707106781,97.3
2019/6/28 4:00,0,0,23.81,0.5,0.866025404,98.02
2019/6/28 5:00,0,0,23.8,0.258819045,0.965925826,98.57
2019/6/28 6:00,63.2603,48.2,24,4.41E-15,1,98.59
2019/6/28 7:00,223.4251,211.65,24.95,-0.258819045,0.965925826,95.47
2019/6/28 8:00,383.7408,581.03,27.17,-0.5,0.866025404,85.87
2019/6/28 9:00,677.1414,645.1,29.04,-0.707106781,0.707106781,77.55
2019/6/28 10:00,743.3782,884.84,31.7,-0.866025404,0.5,67.95
2019/6/28 11:00,879.6015,551.27,31.11,-0.965925826,0.258819045,70.41
2019/6/28 12:00,873.4513,983.27,32.6,-1,9.80E-15,62.43
2019/6/28 13:00,774.7255,441.16,33.95,-0.965925826,-0.258819045,55.55
2019/6/28 14:00,514.3372,463.22,34.97,-0.866025404,-0.5,50.95
2019/6/28 15:00,385.3238,278.16,34.3,-0.707106781,-0.707106781,54.47
2019/6/28 16:00,277.9147,318.77,34.55,-0.5,-0.866025404,53.75
2019/6/28 17:00,169.3159,200.5,33.77,-0.258819045,-0.965925826,58.97
2019/6/28 18:00,42.0326,47.13,33,-1.52E-14,-1,63.35
2019/6/28 19:00,1.185,2.67,31.99,0.258819045,-0.965925826,67.94
2019/6/28 20:00,0,0,31.43,0.5,-0.866025404,70.44
2019/6/28 21:00,0,0,31,0.707106781,-0.707106781,74.11
2019/6/28 22:00,0,0,30.28,0.866025404,-0.5,80.47
2019/6/28 23:00,0,0,29.11,0.965925826,-0.258819045,87.37
2019/6/29 0:00,0,0,29.8,1,-2.06E-14,78.57
2019/6/29 1:00,0,0,27.3,0.965925826,0.258819045,94.97
2019/6/29 2:00,0,0,27,0.866025404,0.5,98.34
2019/6/29 3:00,0,0,27,0.707106781,0.707106781,98.7
2019/6/29 4:00,0,0,26.59,0.5,0.866025404,98.47
2019/6/29 5:00,0,0,25.6,0.258819045,0.965925826,97.96
2019/6/29 6:00,17.3286,61.06,25.07,2.60E-14,1,97.3
2019/6/29 7:00,40.4405,8.33,24.5,-0.258819045,0.965925826,98.66
2019/6/29 8:00,155.0355,213.27,24.55,-0.5,0.866025404,97.33
2019/6/29 9:00,112.4575,45.19,24.95,-0.707106781,0.707106781,95.54
2019/6/29 10:00,211.4388,54.86,24.7,-0.866025404,0.5,98.43
2019/6/29 11:00,618.8035,519.93,26.31,-0.965925826,0.258819045,92.4
2019/6/29 12:00,528.3354,425.11,27.91,-1,3.14E-14,83.25
2019/6/29 13:00,527.1173,294.37,28.7,-0.965925826,-0.258819045,80.95
2019/6/29 14:00,456.5856,258.65,28.79,-0.866025404,-0.5,80
2019/6/29 15:00,387.6024,393.24,29.2,-0.707106781,-0.707106781,76.92
2019/6/29 16:00,265.0218,284.95,28.6,-0.5,-0.866025404,80.6
2019/6/29 17:00,102.0916,114.65,28.5,-0.258819045,-0.965925826,81.05
2019/6/29 18:00,25.103,30.01,27.98,-8.33E-15,-1,83.2
2019/6/29 19:00,2.2687,5.89,27.4,0.258819045,-0.965925826,87.21
2019/6/29 20:00,0,0,27,0.5,-0.866025404,89.23
2019/6/29 21:00,0,0,26.7,0.707106781,-0.707106781,92.1
2019/6/29 22:00,0,0,26.28,0.866025404,-0.5,94.73
2019/6/29 23:00,0,0,26.18,0.965925826,-0.258819045,95.33
2019/6/30 0:00,0,0,26.03,1,-1.37E-14,96.02
2019/6/30 1:00,0,0,25.7,0.965925826,0.258819045,97.21
2019/6/30 2:00,0,0,25.51,0.866025404,0.5,97.38
2019/6/30 3:00,0,0,25.6,0.707106781,0.707106781,97.61
2019/6/30 4:00,0,0,25.6,0.5,0.866025404,98.1
2019/6/30 5:00,0,0,25.6,0.258819045,0.965925826,98
2019/6/30 6:00,44.7824,57.67,25.8,1.91E-14,1,98.37
2019/6/30 7:00,146.7912,116.43,26.04,-0.258819045,0.965925826,98.16
2019/6/30 8:00,364.7526,351.03,26.99,-0.5,0.866025404,92.44
2019/6/30 9:00,399.0363,343.23,28.04,-0.707106781,0.707106781,83.13
2019/6/30 10:00,550.5128,401.75,28.93,-0.866025404,0.5,73.51
2019/6/30 11:00,814.0482,527.31,29.61,-0.965925826,0.258819045,72
2019/6/30 12:00,723.2988,557.95,30.11,-1,2.45E-14,69.99
2019/6/30 13:00,541.4943,478.34,31.59,-0.965925826,-0.258819045,64.13
2019/6/30 14:00,555.7235,438.59,31.31,-0.866025404,-0.5,65.56
2019/6/30 15:00,291.94,300.71,32.07,-0.707106781,-0.707106781,62.09
2019/6/30 16:00,299.5171,279.73,31.35,-0.5,-0.866025404,66.37
2019/6/30 17:00,182.0631,153.63,31.2,-0.258819045,-0.965925826,68.66
2019/6/30 18:00,49.0979,41.72,30.51,-2.99E-14,-1,71.84
2019/6/30 19:00,3.5144,0.01,29.5,0.258819045,-0.965925826,76.41
2019/6/30 20:00,0,0,29.46,0.5,-0.866025404,76.21
2019/6/30 21:00,0,0,29,0.707106781,-0.707106781,80.91
2019/6/30 22:00,0,0,28.24,0.866025404,-0.5,86.77
2019/6/30 23:00,0,0,27.9,0.965925826,-0.258819045,88.61
2019/7/1 0:00,0,0,27.47,1,-6.86E-15,91.23
2019/7/1 1:00,0,0,27.29,0.965925826,0.258819045,92.1
2019/7/1 2:00,0,0,27.04,0.866025404,0.5,93.46
2019/7/1 3:00,0,0,26.6,0.707106781,0.707106781,95.77
2019/7/1 4:00,0,0,26.5,0.5,0.866025404,96.11
2019/7/1 5:00,0,0,26.4,0.258819045,0.965925826,96.47
2019/7/1 6:00,18.6097,20.42,26.12,1.22E-14,1,96.65
2019/7/1 7:00,90.6194,81.25,26.5,-0.258819045,0.965925826,96.49
2019/7/1 8:00,266.9724,238.19,27.8,-0.5,0.866025404,92.05
2019/7/1 9:00,280.1334,298.38,28.3,-0.707106781,0.707106781,88.08
2019/7/1 10:00,233.2841,201.86,28.95,-0.866025404,0.5,83.63
2019/7/1 11:00,261.7846,274.4,29.04,-0.965925826,0.258819045,81.72
2019/7/1 12:00,859.7902,1096.41,30.48,-1,1.76E-14,76.59
2019/7/1 13:00,743.6765,427.2,31.2,-0.965925826,-0.258819045,72.18
2019/7/1 14:00,603.4682,626.94,32.08,-0.866025404,-0.5,66.47
2019/7/1 15:00,605.0222,736.48,32.57,-0.707106781,-0.707106781,64.55
2019/7/1 16:00,293.8523,207.49,32.84,-0.5,-0.866025404,59.3
2019/7/1 17:00,168.2435,61.67,30.01,-0.258819045,-0.965925826,79.81
2019/7/1 18:00,79.8994,115.55,28.55,-2.30E-14,-1,83.4
2019/7/1 19:00,5.0845,17.72,27.48,0.258819045,-0.965925826,89.19
2019/7/1 20:00,0,0,25.9,0.5,-0.866025404,90.64
2019/7/1 21:00,0,0,25.6,0.707106781,-0.707106781,92.96
2019/7/1 22:00,0,0,25.58,0.866025404,-0.5,92.64
2019/7/1 23:00,0,0,25.5,0.965925826,-0.258819045,93.56
2019/7/2 0:00,0,0,25.31,1,-2.84E-14,94.34
2019/7/2 1:00,0,0,25.4,0.965925826,0.258819045,93.85
2019/7/2 2:00,0,0,24.87,0.866025404,0.5,94.83
2019/7/2 3:00,0,0,24.7,0.707106781,0.707106781,94.12
2019/7/2 4:00,0,0,24,0.5,0.866025404,96.23
2019/7/2 5:00,0,0,24.15,0.258819045,0.965925826,95.12
2019/7/2 6:00,80.5234,77.82,24.6,3.38E-14,1,93.73
2019/7/2 7:00,268.851,237.87,25.19,-0.258819045,0.965925826,94.06
2019/7/2 8:00,420.0255,271.97,26.1,-0.5,0.866025404,90.5
2019/7/2 9:00,705.0524,666.61,27.04,-0.707106781,0.707106781,85.11
2019/7/2 10:00,902.8461,873.88,29.15,-0.866025404,0.5,70.46
2019/7/2 11:00,980.2899,975.99,29.66,-0.965925826,0.258819045,67.42
2019/7/2 12:00,960.8495,993.93,30.3,-1,1.08E-14,67.31
2019/7/2 13:00,814.4718,1059.11,30.63,-0.965925826,-0.258819045,66.68
2019/7/2 14:00,786.4003,852.78,30.89,-0.866025404,-0.5,64.98
2019/7/2 15:00,528.5266,480.83,31.31,-0.707106781,-0.707106781,64.93
2019/7/2 16:00,393.3957,548.91,31.32,-0.5,-0.866025404,64.19
2019/7/2 17:00,211.2954,250.97,30.91,-0.258819045,-0.965925826,64.71
2019/7/2 18:00,68.7947,60.31,30.08,-1.62E-14,-1,68.2
2019/7/2 19:00,6.0545,5.81,29.36,0.258819045,-0.965925826,68.75
2019/7/2 20:00,0,0,28.4,0.5,-0.866025404,74.01
2019/7/2 21:00,0,0,27.4,0.707106781,-0.707106781,69.31
2019/7/2 22:00,0,0,26.36,0.866025404,-0.5,68.64
2019/7/2 23:00,0,0,25.71,0.965925826,-0.258819045,71.99
2019/7/3 0:00,0,0,25.13,1,-2.16E-14,76.25
2019/7/3 1:00,0,0,25.08,0.965925826,0.258819045,76.09
2019/7/3 2:00,0,0,24.54,0.866025404,0.5,81.57
2019/7/3 3:00,0,0,24.3,0.707106781,0.707106781,83.04
2019/7/3 4:00,0,0,24.09,0.5,0.866025404,84.19
2019/7/3 5:00,0,0,23.66,0.258819045,0.965925826,86.65
2019/7/3 6:00,81.1803,55.63,23.4,2.69E-14,1,90.08
2019/7/3 7:00,293,392.33,24.83,-0.258819045,0.965925826,84.69
2019/7/3 8:00,504.7774,531.79,26.53,-0.5,0.866025404,75.07
2019/7/3 9:00,516.333,308.05,26.88,-0.707106781,0.707106781,72.88
2019/7/3 10:00,824.3628,718.73,28.07,-0.866025404,0.5,68.4
2019/7/3 11:00,976.8036,1050.75,29.28,-0.965925826,0.258819045,65.81
2019/7/3 12:00,967.7031,1089.97,30.17,-1,3.23E-14,64.46
2019/7/3 13:00,900.9662,945.04,30.25,-0.965925826,-0.258819045,61.95
2019/7/3 14:00,754.0749,504.63,30.54,-0.866025404,-0.5,59.16
2019/7/3 15:00,580.0946,540.32,30.53,-0.707106781,-0.707106781,59.36
2019/7/3 16:00,494.9223,679.9,31.09,-0.5,-0.866025404,55.61
2019/7/3 17:00,235.0146,190.28,30.4,-0.258819045,-0.965925826,59.11
