时间,发电量,光照强度,温度,time_cos,time_sin,湿度
2019/7/3 18:00,86.9606,75.31,30.05,-9.31E-15,-1,65.67
2019/7/3 19:00,4.3222,7.43,28.9,0.258819045,-0.965925826,69.43
2019/7/3 20:00,0,0,28.1,0.5,-0.866025404,72.76
2019/7/3 21:00,0,0,27.44,0.707106781,-0.707106781,75.92
2019/7/3 22:00,0,0,27.2,0.866025404,-0.5,75.02
2019/7/3 23:00,0,0,26.47,0.965925826,-0.258819045,78.74
2019/7/4 0:00,0,0,25.81,1,-1.47E-14,82.54
2019/7/4 1:00,0,0,25.8,0.965925826,0.258819045,84.53
2019/7/4 2:00,0,0,24.9,0.866025404,0.5,90.07
2019/7/4 3:00,0,0,25.18,0.707106781,0.707106781,85.93
2019/7/4 4:00,0,0,24.9,0.5,0.866025404,89.45
2019/7/4 5:00,0,0,24.74,0.258819045,0.965925826,87.68
2019/7/4 6:00,58.4155,51.19,24.6,2.01E-14,1,89.14
2019/7/4 7:00,183.6856,137.94,25.09,-0.258819045,0.965925826,89.72
2019/7/4 8:00,412.2248,386.11,26.42,-0.5,0.866025404,85.8
2019/7/4 9:00,501.8007,448.1,27.5,-0.707106781,0.707106781,80.6
2019/7/4 10:00,666.5338,639.43,28.08,-0.866025404,0.5,75.84
2019/7/4 11:00,542.2916,684.07,28.75,-0.965925826,0.258819045,69.19
2019/7/4 12:00,548.9554,534,29.34,-1,2.55E-14,59.97
2019/7/4 13:00,413.8747,474.17,29.72,-0.965925826,-0.258819045,60.13
2019/7/4 14:00,276.816,225.21,29.64,-0.866025404,-0.5,56.57
2019/7/4 15:00,198.1593,148.46,29.33,-0.707106781,-0.707106781,62.57
2019/7/4 16:00,130.3222,133.98,29.16,-0.5,-0.866025404,66.77
2019/7/4 17:00,95.7557,115.43,28.71,-0.258819045,-0.965925826,66.65
2019/7/4 18:00,29.5375,32.03,28.51,-3.09E-14,-1,67.72
2019/7/4 19:00,0.9441,0.37,27.38,0.258819045,-0.965925826,66.87
2019/7/4 20:00,0,0,27.03,0.5,-0.866025404,68.74
2019/7/4 21:00,0,0,26.97,0.707106781,-0.707106781,72.78
2019/7/4 22:00,0,0,26.38,0.866025404,-0.5,76.77
2019/7/4 23:00,0,0,26.07,0.965925826,-0.258819045,79.19
2019/7/5 0:00,0,0,25.45,1,-7.84E-15,84.3
2019/7/5 1:00,0,0,25.18,0.965925826,0.258819045,86.87
2019/7/5 2:00,0,0,24.9,0.866025404,0.5,88.33
2019/7/5 3:00,0,0,25.1,0.707106781,0.707106781,86.08
2019/7/5 4:00,0,0,24.64,0.5,0.866025404,90.22
2019/7/5 5:00,0,0,24.77,0.258819045,0.965925826,85.05
2019/7/5 6:00,24.262,24,24.4,1.32E-14,1,86.65
2019/7/5 7:00,218.1775,134.19,24.81,-0.258819045,0.965925826,84.89
2019/7/5 8:00,492.0564,470.96,26.31,-0.5,0.866025404,78.35
2019/7/5 9:00,720.7379,656.76,27.74,-0.707106781,0.707106781,73.51
2019/7/5 10:00,888.6168,853.7,28.92,-0.866025404,0.5,61.09
2019/7/5 11:00,990.9819,929.04,30.12,-0.965925826,0.258819045,57.09
2019/7/5 12:00,1018.7581,984.99,30.97,-1,1.86E-14,52.69
2019/7/5 13:00,972.3261,970.8,31.78,-0.965925826,-0.258819045,47.88
2019/7/5 14:00,864.4094,887.33,32.41,-0.866025404,-0.5,39.94
2019/7/5 15:00,703.7723,731.5,32.72,-0.707106781,-0.707106781,44.02
2019/7/5 16:00,477.8428,560.81,32.59,-0.5,-0.866025404,45.52
2019/7/5 17:00,254.1793,362.64,32.32,-0.258819045,-0.965925826,48.04
2019/7/5 18:00,98.8414,153.87,31.4,-2.40E-14,-1,45.28
2019/7/5 19:00,13.7526,12.36,29.84,0.258819045,-0.965925826,46.42
2019/7/5 20:00,0,0,28.24,0.5,-0.866025404,49.62
2019/7/5 21:00,0,0,27.51,0.707106781,-0.707106781,54.01
2019/7/5 22:00,0,0,26.73,0.866025404,-0.5,54.14
2019/7/5 23:00,0,0,26.3,0.965925826,-0.258819045,54.9
2019/7/6 0:00,0,0,25.73,1,-2.94E-14,63.45
2019/7/6 1:00,0,0,25.2,0.965925826,0.258819045,66.77
2019/7/6 2:00,0,0,24.56,0.866025404,0.5,76.94
2019/7/6 3:00,0,0,24.48,0.707106781,0.707106781,83.5
2019/7/6 4:00,0,0,24.51,0.5,0.866025404,85.67
2019/7/6 5:00,0,0,24.49,0.258819045,0.965925826,88.73
2019/7/6 6:00,28.6448,24.89,24.9,3.48E-14,1,89.28
2019/7/6 7:00,132.545,116.45,25.52,-0.258819045,0.965925826,89.35
2019/7/6 8:00,379.2465,462.33,26.91,-0.5,0.866025404,85.64
2019/7/6 9:00,372.8852,266.6,27.84,-0.707106781,0.707106781,82.69
2019/7/6 10:00,689.263,618.48,29.2,-0.866025404,0.5,77.93
2019/7/6 11:00,513.1566,410.19,29.94,-0.965925826,0.258819045,74.34
2019/7/6 12:00,664.0057,928.89,30.88,-1,1.18E-14,71.05
2019/7/6 13:00,827.3742,855.85,31.7,-0.965925826,-0.258819045,65.86
2019/7/6 14:00,604.4274,498.19,31.33,-0.866025404,-0.5,68.22
2019/7/6 15:00,370.214,187.23,30.49,-0.707106781,-0.707106781,74.24
2019/7/6 16:00,22.5954,26.06,30.1,-0.5,-0.866025404,73.54
2019/7/6 17:00,2.6467,0.03,25.16,-0.258819045,-0.965925826,80.05
2019/7/6 18:00,0.8646,0.57,22,-1.71E-14,-1,98.55
2019/7/6 19:00,1.8777,3.73,22.2,0.258819045,-0.965925826,98.7
2019/7/6 20:00,0,0,22.8,0.5,-0.866025404,98.74
2019/7/6 21:00,0,0,22.8,0.707106781,-0.707106781,96.9
2019/7/6 22:00,0,0,22.55,0.866025404,-0.5,97
2019/7/6 23:00,0,0,22.4,0.965925826,-0.258819045,97.34
2019/7/7 0:00,0,0,22.1,1,-2.25E-14,98.2
2019/7/7 1:00,0,0,22.1,0.965925826,0.258819045,98.6
2019/7/7 2:00,0,0,22.04,0.866025404,0.5,98.77
2019/7/7 3:00,0,0,22.2,0.707106781,0.707106781,98.81
2019/7/7 4:00,0,0,22.14,0.5,0.866025404,98.7
2019/7/7 5:00,0,0,22.3,0.258819045,0.965925826,98.42
2019/7/7 6:00,66.9509,46.55,22.34,2.79E-14,1,98.16
2019/7/7 7:00,268.7856,276.61,23.18,-0.258819045,0.965925826,96.91
2019/7/7 8:00,470.3,524.59,24.3,-0.5,0.866025404,89.84
2019/7/7 9:00,581.6646,637.79,24.88,-0.707106781,0.707106781,82.72
2019/7/7 10:00,780.9883,983.63,26.09,-0.866025404,0.5,74.29
2019/7/7 11:00,962.8464,1073.53,26.96,-0.965925826,0.258819045,71.14
2019/7/7 12:00,1070.0413,1061.66,28.13,-1,3.33E-14,66.3
2019/7/7 13:00,1038.2172,1069.9,28.8,-0.965925826,-0.258819045,62.22
2019/7/7 14:00,866.6501,977.89,29,-0.866025404,-0.5,60.32
2019/7/7 15:00,670.287,697.21,29.35,-0.707106781,-0.707106781,59.44
2019/7/7 16:00,454.8944,252.48,29.46,-0.5,-0.866025404,60.21
2019/7/7 17:00,247.8025,273.54,29.45,-0.258819045,-0.965925826,61.05
2019/7/7 18:00,80.8731,91.12,28.97,-1.03E-14,-1,59.7
2019/7/7 19:00,5.3084,17.34,27.77,0.258819045,-0.965925826,67.43
2019/7/7 20:00,0,0,26.81,0.5,-0.866025404,71.86
2019/7/7 21:00,0,0,26.27,0.707106781,-0.707106781,75.68
2019/7/7 22:00,0,0,25.62,0.866025404,-0.5,77.92
2019/7/7 23:00,0,0,25.1,0.965925826,-0.258819045,81.47
2019/7/8 0:00,0,0,24.69,1,-1.57E-14,83.92
2019/7/8 1:00,0,0,24.1,0.965925826,0.258819045,87.79
2019/7/8 2:00,0,0,23.8,0.866025404,0.5,90.87
2019/7/8 3:00,0,0,23.4,0.707106781,0.707106781,93.02
2019/7/8 4:00,0,0,23.3,0.5,0.866025404,94.41
2019/7/8 5:00,0,0,23.32,0.258819045,0.965925826,94.46
2019/7/8 6:00,56.8203,44.57,23.71,2.11E-14,1,92.91
2019/7/8 7:00,186.2564,150.21,24,-0.258819045,0.965925826,91.39
2019/7/8 8:00,334.8632,330.86,25.12,-0.5,0.866025404,88.4
2019/7/8 9:00,409.504,252.83,25.01,-0.707106781,0.707106781,88.06
2019/7/8 10:00,718.2692,854.24,26.24,-0.866025404,0.5,83.67
2019/7/8 11:00,773.9398,675.83,26.66,-0.965925826,0.258819045,79
2019/7/8 12:00,731.9278,467.3,26.91,-1,2.65E-14,78.43
2019/7/8 13:00,500.5172,585.32,27.34,-0.965925826,-0.258819045,75.35
2019/7/8 14:00,349.0629,295.18,26.93,-0.866025404,-0.5,74.94
2019/7/8 15:00,365.4406,205.44,26.5,-0.707106781,-0.707106781,80.25
2019/7/8 16:00,207.0111,239.58,26.2,-0.5,-0.866025404,81.44
2019/7/8 17:00,160.1656,137.33,26.1,-0.258819045,-0.965925826,82.91
2019/7/8 18:00,59.2789,74.45,26.08,-3.18E-14,-1,82.34
2019/7/8 19:00,2.3493,5.54,25.86,0.258819045,-0.965925826,79.77
2019/7/8 20:00,0,0,25.49,0.5,-0.866025404,80.56
2019/7/8 21:00,0,0,25.1,0.707106781,-0.707106781,83.25
2019/7/8 22:00,0,0,24.71,0.866025404,-0.5,81.04
2019/7/8 23:00,0,0,24.13,0.965925826,-0.258819045,83.5
2019/7/9 0:00,0,0,23.26,1,-3.72E-14,89.28
2019/7/9 1:00,0,0,23.12,0.965925826,0.258819045,88.88
2019/7/9 2:00,0,0,22.9,0.866025404,0.5,89.57
2019/7/9 3:00,0,0,22.7,0.707106781,0.707106781,90.53
2019/7/9 4:00,0,0,22.6,0.5,0.866025404,90.87
2019/7/9 5:00,0,0,22.2,0.258819045,0.965925826,92.22
2019/7/9 6:00,18.4697,13.77,22.24,1.42E-14,1,92
2019/7/9 7:00,78.3166,67.31,22.5,-0.258819045,0.965925826,91.58
2019/7/9 8:00,181.0109,162.85,22.8,-0.5,0.866025404,90.66
2019/7/9 9:00,240.3803,138.69,22.9,-0.707106781,0.707106781,89.64
2019/7/9 10:00,220.4469,205.25,23.55,-0.866025404,0.5,86.54
2019/7/9 11:00,378.5371,337.84,24.07,-0.965925826,0.258819045,82.72
2019/7/9 12:00,278.5747,227.25,24.3,-1,1.96E-14,79.82
2019/7/9 13:00,239.7587,169.75,24.29,-0.965925826,-0.258819045,79.93
2019/7/9 14:00,236.7074,154.08,24.3,-0.866025404,-0.5,80.81
2019/7/9 15:00,208.842,188.63,24.71,-0.707106781,-0.707106781,80.69
2019/7/9 16:00,226.6053,220.35,25.06,-0.5,-0.866025404,77.96
2019/7/9 17:00,112.5307,100.09,24.78,-0.258819045,-0.965925826,76.65
2019/7/9 18:00,48.9191,49.53,24.4,-2.50E-14,-1,80.74
2019/7/9 19:00,0.815,1.01,24.05,0.258819045,-0.965925826,83.33
2019/7/9 20:00,0,0,23.67,0.5,-0.866025404,84
2019/7/9 21:00,0,0,23.3,0.707106781,-0.707106781,86.67
2019/7/9 22:00,0,0,23.1,0.866025404,-0.5,88.12
2019/7/9 23:00,0,0,22.97,0.965925826,-0.258819045,88.19
2019/7/10 0:00,0,0,22.66,1,-3.04E-14,88.95
2019/7/10 1:00,0,0,22.23,0.965925826,0.258819045,91.11
2019/7/10 2:00,0,0,22,0.866025404,0.5,91.58
2019/7/10 3:00,0,0,21.8,0.707106781,0.707106781,91.62
2019/7/10 4:00,0,0,21.5,0.5,0.866025404,92.56
2019/7/10 5:00,0,0,21.8,0.258819045,0.965925826,92.94
2019/7/10 6:00,20.9909,21.12,22,3.58E-14,1,92.8
2019/7/10 7:00,136.888,117.26,22.36,-0.258819045,0.965925826,93.07
2019/7/10 8:00,406.6246,316.44,23.71,-0.5,0.866025404,88.85
2019/7/10 9:00,590.4692,607.23,24.5,-0.707106781,0.707106781,82.95
2019/7/10 10:00,670.0266,955.7,25.68,-0.866025404,0.5,74.6
2019/7/10 11:00,856.7295,280.41,26.06,-0.965925826,0.258819045,73.16
2019/7/10 12:00,960.7333,564.78,27.32,-1,1.27E-14,66.69
2019/7/10 13:00,774.3237,929.4,26.81,-0.965925826,-0.258819045,68.92
2019/7/10 14:00,601.7545,376.35,27.14,-0.866025404,-0.5,67.37
2019/7/10 15:00,600.4247,708.85,27.3,-0.707106781,-0.707106781,63.97
2019/7/10 16:00,432.4,554.24,27.72,-0.5,-0.866025404,64.81
2019/7/10 17:00,264.3521,409.73,25.91,-0.258819045,-0.965925826,74.76
2019/7/10 18:00,90.4012,104.55,25.62,-1.81E-14,-1,72.94
2019/7/10 19:00,4.5014,17.63,25.1,0.258819045,-0.965925826,75.47
2019/7/10 20:00,0,0,24.3,0.5,-0.866025404,77.88
2019/7/10 21:00,0,0,23.8,0.707106781,-0.707106781,80.46
2019/7/10 22:00,0,0,23.08,0.866025404,-0.5,85.34
2019/7/10 23:00,0,0,22.98,0.965925826,-0.258819045,87.05
2019/7/11 0:00,0,0,22.67,1,-2.35E-14,88.65
2019/7/11 1:00,0,0,22.36,0.965925826,0.258819045,91.04
2019/7/11 2:00,0,0,22.2,0.866025404,0.5,91.96
2019/7/11 3:00,0,0,21.83,0.707106781,0.707106781,93.01
2019/7/11 4:00,0,0,21.9,0.5,0.866025404,92.98
2019/7/11 5:00,0,0,21.82,0.258819045,0.965925826,93.7
2019/7/11 6:00,73.0755,79.55,22.29,2.89E-14,1,93.55
2019/7/11 7:00,264.2158,276.56,23.7,-0.258819045,0.965925826,89.7
2019/7/11 8:00,500.2573,516.16,25.02,-0.5,0.866025404,83.59
2019/7/11 9:00,750.7018,706.61,26.71,-0.707106781,0.707106781,75.69
2019/7/11 10:00,918.371,897.89,28.21,-0.866025404,0.5,64.29
2019/7/11 11:00,965.777,1032.69,28.78,-0.965925826,0.258819045,63.11
2019/7/11 12:00,938.4424,346.27,29.43,-1,3.43E-14,58.83
2019/7/11 13:00,852.4717,782.21,30.41,-0.965925826,-0.258819045,54.18
2019/7/11 14:00,831.2995,484.69,30.09,-0.866025404,-0.5,56.93
2019/7/11 15:00,646.9605,735.39,31.22,-0.707106781,-0.707106781,48.15
2019/7/11 16:00,422.3516,703.17,31.32,-0.5,-0.866025404,50.99
2019/7/11 17:00,209.4805,336.59,30.76,-0.258819045,-0.965925826,52.1
2019/7/11 18:00,131.01,126.58,30.16,-3.97E-14,-1,58.22
2019/7/11 19:00,5.9417,16.78,29.02,0.258819045,-0.965925826,62.75
2019/7/11 20:00,0,0,27.83,0.5,-0.866025404,72.96
2019/7/11 21:00,0,0,27.75,0.707106781,-0.707106781,73.89
2019/7/11 22:00,0,0,26.44,0.866025404,-0.5,78.85
2019/7/11 23:00,0,0,26.84,0.965925826,-0.258819045,77.39
2019/7/12 0:00,0,0,25.73,1,-1.67E-14,86.41
2019/7/12 1:00,0,0,25.73,0.965925826,0.258819045,84.13
2019/7/12 2:00,0,0,25.2,0.866025404,0.5,85.95
2019/7/12 3:00,0,0,24.9,0.707106781,0.707106781,86.31
2019/7/12 4:00,0,0,24.57,0.5,0.866025404,87.95
2019/7/12 5:00,0,0,24.1,0.258819045,0.965925826,91.46
2019/7/12 6:00,47.1914,39.29,24.6,2.20E-14,1,89.31
2019/7/12 7:00,101.1493,79.97,25,-0.258819045,0.965925826,89.4
2019/7/12 8:00,167.8541,98.96,25.5,-0.5,0.866025404,87.3
2019/7/12 9:00,505.4285,275.61,26.17,-0.707106781,0.707106781,87.15
2019/7/12 10:00,487.5161,490.14,27.95,-0.866025404,0.5,78.04
2019/7/12 11:00,201.9104,204.12,28.41,-0.965925826,0.258819045,74.74
2019/7/12 12:00,170.6764,149.94,27.2,-1,2.74E-14,86.23
2019/7/12 13:00,241.8932,216.37,26.84,-0.965925826,-0.258819045,87.57
2019/7/12 14:00,114.111,95.37,26.41,-0.866025404,-0.5,88.18
2019/7/12 15:00,152.4402,118.13,25.7,-0.707106781,-0.707106781,89.86
2019/7/12 16:00,94.8276,108.53,24.62,-0.5,-0.866025404,83.6
2019/7/12 17:00,33.6596,25.66,22.99,-0.258819045,-0.965925826,94.04
2019/7/12 18:00,35.0564,64.72,21.9,-3.28E-14,-1,94.56
2019/7/12 19:00,0.4127,1.23,22.05,0.258819045,-0.965925826,95.9
2019/7/12 20:00,0,0,22.09,0.5,-0.866025404,96.33
2019/7/12 21:00,0,0,22.13,0.707106781,-0.707106781,96.54
2019/7/12 22:00,0,0,21.85,0.866025404,-0.5,96.34
2019/7/12 23:00,0,0,21.8,0.965925826,-0.258819045,96.6
2019/7/13 0:00,0,0,21.8,1,-3.82E-14,96.72
2019/7/13 1:00,0,0,21.6,0.965925826,0.258819045,96.95
2019/7/13 2:00,0,0,21.78,0.866025404,0.5,97.1
2019/7/13 3:00,0,0,21.7,0.707106781,0.707106781,97.4
2019/7/13 4:00,0,0,21.6,0.5,0.866025404,97.67
2019/7/13 5:00,0,0,21.6,0.258819045,0.965925826,97.79
2019/7/13 6:00,30.4205,30.96,21.81,1.52E-14,1,97.92
2019/7/13 7:00,110.0462,113.3,22.2,-0.258819045,0.965925826,97.59
2019/7/13 8:00,306.55,236.13,22.77,-0.5,0.866025404,96.76
2019/7/13 9:00,503.0994,403.58,24.13,-0.707106781,0.707106781,91.19
2019/7/13 10:00,708.9969,640.06,25.25,-0.866025404,0.5,83.88
2019/7/13 11:00,571.2727,480.35,26.05,-0.965925826,0.258819045,79.26
2019/7/13 12:00,608.5875,603.86,27.01,-1,2.06E-14,74.64
2019/7/13 13:00,815.9378,743.85,27.42,-0.965925826,-0.258819045,71.73
2019/7/13 14:00,698.5757,525.25,28.29,-0.866025404,-0.5,68.05
2019/7/13 15:00,493.6226,377.15,28.53,-0.707106781,-0.707106781,66.16
2019/7/13 16:00,402.9751,331.54,28.5,-0.5,-0.866025404,67.48
2019/7/13 17:00,169.9372,168.71,28.51,-0.258819045,-0.965925826,64.63
2019/7/13 18:00,111.4557,111.57,28.4,-2.60E-14,-1,66.45
2019/7/13 19:00,16.8319,31.67,27.44,0.258819045,-0.965925826,73.81
2019/7/13 20:00,0,0,26.3,0.5,-0.866025404,78.65
2019/7/13 21:00,0,0,25.46,0.707106781,-0.707106781,84.8
2019/7/13 22:00,0,0,24.67,0.866025404,-0.5,88.7
2019/7/13 23:00,0,0,24.1,0.965925826,-0.258819045,89.74
2019/7/14 0:00,0,0,23.7,1,-3.14E-14,92.29
2019/7/14 1:00,0,0,23.3,0.965925826,0.258819045,94.58
2019/7/14 2:00,0,0,23.61,0.866025404,0.5,93.38
2019/7/14 3:00,0,0,22.9,0.707106781,0.707106781,94.91
2019/7/14 4:00,0,0,22.51,0.5,0.866025404,95.91
2019/7/14 5:00,0,0,22.5,0.258819045,0.965925826,96.59
2019/7/14 6:00,57.9343,45.19,22.59,3.67E-14,1,96.9
2019/7/14 7:00,214.4962,186.91,23.45,-0.258819045,0.965925826,96.15
2019/7/14 8:00,435.4605,425.59,25.19,-0.5,0.866025404,88.31
2019/7/14 9:00,698.5966,619.65,26.7,-0.707106781,0.707106781,78.75
2019/7/14 10:00,849.7108,795.17,28.15,-0.866025404,0.5,74.4
2019/7/14 11:00,952.6994,923.03,29.57,-0.965925826,0.258819045,69.04
2019/7/14 12:00,971.1966,996.63,30.28,-1,4.21E-14,61.35
2019/7/14 13:00,869.6416,617.75,32.82,-0.965925826,-0.258819045,56.3
2019/7/14 14:00,775.849,931.03,31.65,-0.866025404,-0.5,55.76
2019/7/14 15:00,629.0001,756.47,32.32,-0.707106781,-0.707106781,55.57
2019/7/14 16:00,457.4031,521.86,31.64,-0.5,-0.866025404,55.96
2019/7/14 17:00,250.0002,332.65,31.92,-0.258819045,-0.965925826,54.33
2019/7/14 18:00,81.3192,128.06,31.72,-4.75E-14,-1,55.32
2019/7/14 19:00,2.2295,5.83,29.68,0.258819045,-0.965925826,68.84
2019/7/14 20:00,0,0,28.65,0.5,-0.866025404,73.43
2019/7/14 21:00,0,0,27.6,0.707106781,-0.707106781,79.3
2019/7/14 22:00,0,0,27.18,0.866025404,-0.5,81.81
2019/7/14 23:00,0,0,26.33,0.965925826,-0.258819045,84.61
2019/7/15 0:00,0,0,26.4,1,-5.29E-14,84.4
2019/7/15 1:00,0,0,25.75,0.965925826,0.258819045,84
2019/7/15 2:00,0,0,25.03,0.866025404,0.5,83.83
2019/7/15 3:00,0,0,24.7,0.707106781,0.707106781,86.37
2019/7/15 4:00,0,0,24.38,0.5,0.866025404,87.64
2019/7/15 5:00,0,0,23.57,0.258819045,0.965925826,93.16
2019/7/15 6:00,69.8294,62.11,24.3,1.47E-15,1,89.77
2019/7/15 7:00,240.7252,231.75,25.88,-0.258819045,0.965925826,85.06
2019/7/15 8:00,455.367,458.59,27.07,-0.5,0.866025404,79.72
2019/7/15 9:00,686.04,649.69,28.39,-0.707106781,0.707106781,70.2
2019/7/15 10:00,866.2346,828.77,30.57,-0.866025404,0.5,60.19
2019/7/15 11:00,956.1742,942.77,30.81,-0.965925826,0.258819045,61.65
2019/7/15 12:00,1017.0427,1004.55,31.28,-1,6.86E-15,58.25
2019/7/15 13:00,914.1573,958.21,32.07,-0.965925826,-0.258819045,59.96
2019/7/15 14:00,655.7772,340.31,31.85,-0.866025404,-0.5,58.73
2019/7/15 15:00,557.9906,634.21,32.2,-0.707106781,-0.707106781,56.03
2019/7/15 16:00,405.3644,441.97,32.02,-0.5,-0.866025404,55.83
2019/7/15 17:00,167.393,135.57,31.4,-0.258819045,-0.965925826,59.46
2019/7/15 18:00,83.1687,102.43,31.15,-1.22E-14,-1,58.04
2019/7/15 19:00,3.8231,0.11,30,0.258819045,-0.965925826,62.52
2019/7/15 20:00,0,0,29.3,0.5,-0.866025404,64.26
2019/7/15 21:00,0,0,28.33,0.707106781,-0.707106781,72.31
2019/7/15 22:00,0,0,27.81,0.866025404,-0.5,75.31
2019/7/15 23:00,0,0,27.6,0.965925826,-0.258819045,75.69
2019/7/16 0:00,0,0,26.7,1,-1.76E-14,81.79
2019/7/16 1:00,0,0,25.75,0.965925826,0.258819045,89.71
2019/7/16 2:00,0,0,25.5,0.866025404,0.5,89.38
2019/7/16 3:00,0,0,25.35,0.707106781,0.707106781,88.61
2019/7/16 4:00,0,0,24.83,0.5,0.866025404,88.59
2019/7/16 5:00,0,0,24.4,0.258819045,0.965925826,92.05
2019/7/16 6:00,69.2422,66.93,24.52,2.30E-14,1,92.68
2019/7/16 7:00,247.2262,245.75,25.7,-0.258819045,0.965925826,89.46
2019/7/16 8:00,462.3782,511.14,26.97,-0.5,0.866025404,85.04
2019/7/16 9:00,723.9461,663.62,28.16,-0.707106781,0.707106781,77.63
2019/7/16 10:00,769.556,886.43,29.51,-0.866025404,0.5,69.4
2019/7/16 11:00,920.353,944.19,29.8,-0.965925826,0.258819045,69.72
2019/7/16 12:00,943.7301,740.77,30.31,-1,2.84E-14,66.89
2019/7/16 13:00,921.2372,1005.36,31.42,-0.965925826,-0.258819045,59.33
2019/7/16 14:00,814.2301,746.74,31.74,-0.866025404,-0.5,61.15
2019/7/16 15:00,660.3331,702.64,31.59,-0.707106781,-0.707106781,62.31
2019/7/16 16:00,390.3326,471.11,31.48,-0.5,-0.866025404,63.14
2019/7/16 17:00,161.9893,53.05,30.62,-0.258819045,-0.965925826,66.47
2019/7/16 18:00,48.6314,92.68,30.75,-3.38E-14,-1,66.59
2019/7/16 19:00,5.6277,13.51,29.89,0.258819045,-0.965925826,72.48
2019/7/16 20:00,0,0,29.07,0.5,-0.866025404,74.24
2019/7/16 21:00,0,0,28.82,0.707106781,-0.707106781,76.52
2019/7/16 22:00,0,0,28.05,0.866025404,-0.5,81.18
2019/7/16 23:00,0,0,27.4,0.965925826,-0.258819045,82.82
2019/7/17 0:00,0,0,26.82,1,-3.92E-14,86.29
2019/7/17 1:00,0,0,26.9,0.965925826,0.258819045,86.48
2019/7/17 2:00,0,0,26.79,0.866025404,0.5,88.27
2019/7/17 3:00,0,0,26.69,0.707106781,0.707106781,89.47
2019/7/17 4:00,0,0,26,0.5,0.866025404,93.95
2019/7/17 5:00,0,0,25.9,0.258819045,0.965925826,94.99
2019/7/17 6:00,23.7052,24.33,25.9,4.46E-14,1,94.29
2019/7/17 7:00,84.6385,85.36,25.93,-0.258819045,0.965925826,93.8
2019/7/17 8:00,175.6701,168.69,26.65,-0.5,0.866025404,91.55
2019/7/17 9:00,275.65,178.51,27.2,-0.707106781,0.707106781,90.01
2019/7/17 10:00,375.6769,325.45,28.14,-0.866025404,0.5,85.93
2019/7/17 11:00,469.5399,494.01,29.27,-0.965925826,0.258819045,81.78
2019/7/17 12:00,502.6754,572.47,29.59,-1,5.00E-14,79.75
2019/7/17 13:00,652.4475,571.04,30.01,-0.965925826,-0.258819045,80.55
2019/7/17 14:00,704.2779,494.51,29.79,-0.866025404,-0.5,81.84
2019/7/17 15:00,602.3113,759.4,29.93,-0.707106781,-0.707106781,81.24
2019/7/17 16:00,359.4592,393.19,29.15,-0.5,-0.866025404,84.55
2019/7/17 17:00,206.3086,190.92,28.07,-0.258819045,-0.965925826,87.09
2019/7/17 18:00,87.6112,82.23,27.9,-5.54E-14,-1,87.67
2019/7/17 19:00,4.3868,12.08,27.75,0.258819045,-0.965925826,89.12
2019/7/17 20:00,0,0,27.3,0.5,-0.866025404,91.42
2019/7/17 21:00,0,0,27.1,0.707106781,-0.707106781,92.89
2019/7/17 22:00,0,0,27,0.866025404,-0.5,91.89
2019/7/17 23:00,0,0,26.54,0.965925826,-0.258819045,91.02
2019/7/18 0:00,0,0,26.49,1,-3.92E-15,92.13
2019/7/18 1:00,0,0,26.2,0.965925826,0.258819045,94.41
2019/7/18 2:00,0,0,25.89,0.866025404,0.5,94.82
2019/7/18 3:00,0,0,25.8,0.707106781,0.707106781,94.11
2019/7/18 4:00,0,0,25.7,0.5,0.866025404,94.52
2019/7/18 5:00,0,0,25.05,0.258819045,0.965925826,96.4
2019/7/18 6:00,12.6302,14.4,24.86,9.31E-15,1,97.98
2019/7/18 7:00,89.8334,68.36,24.9,-0.258819045,0.965925826,98.29
2019/7/18 8:00,195.8366,278.63,25.75,-0.5,0.866025404,97.61
2019/7/18 9:00,155.4917,127.81,26.38,-0.707106781,0.707106781,95.72
2019/7/18 10:00,161.493,148.52,26.6,-0.866025404,0.5,95.52
2019/7/18 11:00,418.1114,487.22,27.43,-0.965925826,0.258819045,93.94
2019/7/18 12:00,414.283,198.23,28.1,-1,1.47E-14,90.66
2019/7/18 13:00,411.7213,583.41,29.45,-0.965925826,-0.258819045,87.54
2019/7/18 14:00,540.2991,418.55,28.98,-0.866025404,-0.5,87.93
2019/7/18 15:00,525.34,307.99,29.3,-0.707106781,-0.707106781,86.34
2019/7/18 16:00,399.7371,465.54,29.79,-0.5,-0.866025404,84.31
2019/7/18 17:00,224.3475,205.94,29.71,-0.258819045,-0.965925826,84.3
2019/7/18 18:00,84.112,127.19,29.67,-2.01E-14,-1,83.97
2019/7/18 19:00,3.5649,9.09,29.14,0.258819045,-0.965925826,85.83
2019/7/18 20:00,0,0,28.44,0.5,-0.866025404,89.21
2019/7/18 21:00,0,0,27.9,0.707106781,-0.707106781,91.49
2019/7/18 22:00,0,0,27.6,0.866025404,-0.5,92.67
2019/7/18 23:00,0,0,27.1,0.965925826,-0.258819045,95.75
2019/7/19 0:00,0,0,26.9,1,-2.55E-14,96.5
2019/7/19 1:00,0,0,26.8,0.965925826,0.258819045,96.95
2019/7/19 2:00,0,0,26.48,0.866025404,0.5,96.36
2019/7/19 3:00,0,0,26.2,0.707106781,0.707106781,96.1
2019/7/19 4:00,0,0,26.3,0.5,0.866025404,95.87
2019/7/19 5:00,0,0,26.1,0.258819045,0.965925826,96.34
